unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
8133,DS81757,oregon,2470.121222,no,Basic,college,2011-01-09,Unemployed,m,0,Suburban,Single,74,7.0,20,0.0,1,personal auto,Personal L1,Offer4,Web,721.242206,two-door car,Large,A,1,low,medium
8134,SM88270,california,30118.6554,no,Premium,high school or below,2011-01-09,Employed,m,68906,Suburban,Married,187,12.0,61,0.0,2,personal auto,Personal L3,Offer3,Web,1053.300143,sports car,Medsize,A,1,medium,high
8135,GG29821,oregon,8193.555045,no,Basic,bachelor,2011-02-20,Employed,m,54950,Urban,Married,103,15.149070740488469,75,0.384256105867471,7,corporate auto,Corporate L1,Offer4,Web,480.578584,suv,Medsize,A,2,medium,high
8136,EY49684,california,2309.876793,no,Basic,bachelor,2011-02-25,Unemployed,f,0,Rural,Divorced,61,16.0,57,0.0,1,personal auto,Personal L3,Offer1,Agent,32.454659,four-door car,Medsize,A,2,low,medium
8137,TB54645,oregon,3033.407812,no,Extended,bachelor,2011-01-05,Disabled,f,27369,Urban,Married,77,13.0,40,0.0,1,personal auto,Personal L3,Offer1,Call Center,331.94306,four-door car,Medsize,A,1,low,medium
8138,YC43143,california,7988.258292,no,Extended,high school or below,2011-02-01,Employed,f,77330,Rural,Married,99,0.0,21,0.0,3,personal auto,Personal L3,Offer2,Web,99.257608,four-door car,Medsize,A,2,high,high
8139,EG56026,nevada,3275.16199,no,Extended,high school or below,2011-01-23,Employed,f,69263,Suburban,Married,81,8.0,12,2.0,1,personal auto,Personal L3,Offer3,Agent,494.847804,two-door car,Medsize,A,1,medium,medium
8140,HL53154,california,7416.197322,no,Extended,bachelor,2011-02-22,Unemployed,m,0,Suburban,Single,77,15.0,12,2.0,2,personal auto,Personal L3,Offer1,Agent,554.4,four-door car,Medsize,A,2,low,high
8141,QE21030,washington,15483.52986,no,Basic,high school or below,2011-02-09,Employed,m,24661,Suburban,Married,196,6.0,28,0.0,7,personal auto,Personal L1,Offer2,Call Center,1961.162049,luxury suv,Medsize,A,2,low,high
8142,SR74929,oregon,9460.17545,no,Extended,high school or below,2011-01-22,Unemployed,f,0,Suburban,Single,133,23.0,32,0.0,6,personal auto,Personal L1,Offer1,Call Center,1443.455106,suv,Medsize,A,1,low,high
8143,VK57280,washington,4727.354548,no,Basic,bachelor,2011-01-03,Unemployed,m,0,Suburban,Single,72,23.0,7,0.0,3,personal auto,Personal L2,Offer2,Call Center,345.6,four-door car,Medsize,A,1,low,medium
8144,YP27180,california,27279.33647,no,Basic,college,2011-02-07,Employed,f,76530,Rural,Divorced,119,35.0,9,4.0,2,personal auto,Personal L2,Offer3,Call Center,254.149197,suv,Medsize,A,2,high,high
8145,PJ36160,california,16272.74322,no,Basic,bachelor,2011-02-09,Employed,m,83589,Urban,Single,103,27.0,65,0.0,2,personal auto,Personal L2,Offer3,Agent,366.0396,suv,Small,A,2,high,high
8146,XM96138,california,11277.72488,no,Extended,master,2011-02-01,Employed,m,98138,Urban,Married,93,30.0,10,1.0,2,personal auto,Personal L1,Offer3,Agent,427.52731,four-door car,Medsize,A,2,high,high
8147,SS95187,arizona,3343.933131,no,Extended,bachelor,2011-01-29,Employed,m,40794,Urban,Divorced,87,6.0,87,0.0,1,personal auto,Personal L3,Offer4,Branch,334.452807,four-door car,Medsize,A,1,medium,medium
8148,UH62357,washington,4389.945709,no,Basic,high school or below,2011-01-28,Unemployed,f,0,Suburban,Divorced,118,10.0,69,1.0,1,personal auto,Personal L3,Offer1,Branch,670.656551,suv,Medsize,A,1,low,medium
8149,XH72888,arizona,15956.02945,no,Extended,high school or below,2011-01-21,Employed,m,36354,Suburban,Married,202,34.0,28,0.0,9,corporate auto,Corporate L2,Offer3,Agent,1454.4,luxury suv,Small,A,1,medium,high
8150,IV94496,nevada,43217.21611,no,Extended,high school or below,2011-01-27,Employed,m,51504,Suburban,Single,220,30.0,99,0.0,2,personal auto,Personal L3,Offer1,Agent,2552.343856,four-door car,Medsize,A,1,medium,high
8151,YY58769,arizona,2570.162134,no,Basic,bachelor,2011-01-11,Employed,m,58498,Suburban,Married,67,6.0,1,3.0,1,personal auto,Personal L3,Offer2,Call Center,321.6,four-door car,Small,A,1,medium,medium
8152,EG94326,nevada,4277.27009,no,Basic,high school or below,2011-02-09,Employed,m,77265,Suburban,Married,107,23.0,9,0.0,1,personal auto,Personal L2,Offer2,Call Center,513.6,suv,Small,A,2,high,medium
8153,VF32335,arizona,19964.39708,no,Basic,college,2011-02-05,Unemployed,m,0,Suburban,Single,192,35.0,34,0.0,2,personal auto,Personal L2,Offer1,Web,921.6,luxury suv,Small,A,2,low,high
8154,MD47500,california,4861.493017,no,Basic,college,2011-02-11,Medical Leave,m,12153,Suburban,Single,69,23.0,9,1.0,8,personal auto,Personal L3,Offer1,Branch,438.155584,four-door car,Large,A,2,low,medium
8155,HX72126,nevada,21112.53624,no,Extended,bachelor,2011-02-22,Unemployed,f,0,Rural,Married,81,12.0,59,0.0,2,personal auto,Personal L3,Offer3,Branch,136.848554,four-door car,Medsize,A,2,low,high
8156,DK69871,nevada,24138.05975,no,Basic,master,2011-02-13,Employed,m,53691,Urban,Divorced,67,13.0,48,0.0,2,personal auto,Personal L3,Offer1,Call Center,175.97506,four-door car,Medsize,A,2,medium,high
8157,PG43749,oregon,4318.433036,no,Premium,college,2011-02-08,Disabled,f,17572,Suburban,Married,110,0.0,35,0.0,1,personal auto,Personal L1,Offer3,Call Center,639.769748,two-door car,Medsize,A,2,low,medium
8158,QT13680,california,2555.51822,no,Basic,high school or below,2011-02-01,Employed,m,25385,Suburban,Married,65,1.0,96,0.0,1,corporate auto,Corporate L3,Offer4,Branch,458.804028,four-door car,Medsize,A,2,low,medium
8159,FV83989,arizona,2453.570794,yes,Basic,bachelor,2011-02-09,Medical Leave,m,29735,Suburban,Single,69,3.0,92,0.0,1,personal auto,Personal L3,Offer1,Agent,331.2,four-door car,Medsize,A,2,low,medium
8160,BG42047,nevada,2511.944048,no,Basic,college,2011-01-15,Medical Leave,m,17658,Suburban,Married,65,10.0,44,0.0,1,personal auto,Personal L3,Offer3,Web,312.0,four-door car,Medsize,A,1,low,medium
8161,RD89159,oregon,4362.931238,yes,Premium,college,2011-01-03,Employed,m,58842,Suburban,Married,110,6.0,74,0.0,1,personal auto,Personal L3,Offer2,Branch,528.0,four-door car,Medsize,A,1,medium,medium
8162,GG24674,california,2497.543631,no,Basic,high school or below,2011-02-21,Retired,f,15520,Suburban,Married,66,21.0,16,0.0,1,personal auto,Personal L1,Offer3,Web,316.8,two-door car,Medsize,A,2,low,medium
8163,FX80133,california,4576.759564,no,Premium,master,2011-01-08,Employed,f,48569,Urban,Married,114,0.0,14,0.0,1,personal auto,Personal L3,Offer1,Agent,434.7579,four-door car,Medsize,A,1,medium,medium
8164,KX86150,california,7188.292633,no,Extended,high school or below,2011-01-29,Medical Leave,m,13542,Suburban,Married,94,15.149070740488469,35,0.384256105867471,8,personal auto,Personal L3,Offer1,Web,451.2,four-door car,Small,A,1,low,high
8165,SG32258,arizona,2416.542359,no,Basic,college,2011-02-06,Medical Leave,f,18944,Rural,Married,63,20.0,64,0.0,1,personal auto,Personal L3,Offer4,Call Center,125.274351,four-door car,Medsize,A,2,low,medium
8166,WP46383,oregon,26538.57925,no,Basic,bachelor,2011-01-18,Employed,f,94132,Suburban,Married,73,31.0,68,0.0,2,personal auto,Personal L2,Offer2,Call Center,350.4,four-door car,Small,A,1,high,high
8167,CH81088,oregon,3721.057118,no,Extended,bachelor,2011-02-02,Employed,f,71333,Urban,Married,93,9.0,92,0.0,1,personal auto,Personal L3,Offer2,Call Center,343.755209,four-door car,Medsize,A,2,high,medium
8168,DP50640,california,2548.842787,no,Basic,bachelor,2011-01-05,Employed,m,47346,Suburban,Married,65,15.149070740488469,35,0.384256105867471,1,personal auto,Personal L3,Offer2,Call Center,312.0,four-door car,Small,A,1,medium,medium
8169,GB71156,california,9156.322563,no,Premium,college,2011-01-22,Employed,m,59624,Suburban,Divorced,117,23.0,44,0.0,3,corporate auto,Corporate L3,Offer3,Branch,582.781896,four-door car,Small,A,1,medium,high
8170,MV86976,california,3482.038245,no,Extended,high school or below,2011-01-03,Unemployed,m,0,Suburban,Single,96,31.0,85,0.0,1,personal auto,Personal L2,Offer1,Agent,726.132858,four-door car,Medsize,A,1,low,medium
8171,QW44027,oregon,22837.1392,no,Premium,college,2011-02-15,Employed,m,89384,Suburban,Married,285,27.0,70,0.0,4,corporate auto,Corporate L2,Offer2,Web,2052.0,luxury car,Large,A,2,high,high
8172,OK14812,nevada,2491.317024,yes,Basic,doctor,2011-01-29,Employed,m,36631,Rural,Divorced,62,30.0,77,0.0,1,personal auto,Personal L3,Offer1,Agent,67.530904,four-door car,Large,A,1,medium,medium
8173,WB12017,california,18321.86647,no,Basic,college,2011-01-03,Employed,f,21189,Suburban,Divorced,66,4.0,2,0.0,2,personal auto,Personal L3,Offer3,Agent,316.8,two-door car,Medsize,A,1,low,high
8174,SX75100,arizona,2760.476712,no,Basic,bachelor,2011-01-09,Employed,m,79065,Urban,Married,69,13.0,24,0.0,1,corporate auto,Corporate L2,Offer2,Web,290.886242,four-door car,Medsize,A,1,high,medium
8175,YM50253,california,2946.153697,no,Basic,bachelor,2011-02-01,Employed,f,89270,Urban,Single,74,17.0,90,0.0,1,personal auto,Personal L3,Offer2,Branch,316.599228,four-door car,Medsize,A,2,high,medium
8176,DD44177,california,2395.57,yes,Basic,doctor,2011-01-27,Disabled,f,21986,Suburban,Divorced,63,1.0,9,0.0,1,personal auto,Personal L3,Offer2,Branch,333.696228,two-door car,Medsize,A,1,low,medium
8177,EU38033,nevada,5897.745369,no,Basic,high school or below,2011-02-03,Employed,m,39188,Suburban,Divorced,74,9.0,2,0.0,3,personal auto,Personal L3,Offer3,Web,355.2,four-door car,Medsize,A,2,medium,high
8178,FV94802,nevada,2566.867823,no,Basic,high school or below,2011-02-06,Medical Leave,m,25049,Suburban,Married,67,14.0,7,0.0,1,personal auto,Personal L3,Offer2,Call Center,454.245098,two-door car,Medsize,A,2,low,medium
8179,VT44999,arizona,3858.867206,no,Basic,high school or below,2011-01-08,Unemployed,f,0,Suburban,Married,107,15.0,58,1.0,1,personal auto,Personal L3,Offer3,Agent,513.6,suv,Medsize,A,1,low,medium
8180,VW84170,washington,2819.114769,no,Basic,high school or below,2011-02-07,Employed,f,88067,Suburban,Married,70,19.0,59,0.0,1,personal auto,Personal L3,Offer2,Branch,336.0,four-door car,Small,A,2,high,medium
8181,BM30720,nevada,7341.794924,no,Basic,high school or below,2011-02-03,Employed,f,27649,Suburban,Single,63,3.0,63,0.0,2,personal auto,Personal L3,Offer4,Web,302.4,four-door car,Medsize,A,2,low,high
8182,CF73234,oregon,2629.315549,no,Basic,high school or below,2011-01-19,Unemployed,m,0,Suburban,Married,71,0.0,44,0.0,1,corporate auto,Corporate L1,Offer2,Branch,340.8,four-door car,Large,A,1,low,medium
8183,NP88319,oregon,6945.016955,no,Basic,high school or below,2011-02-02,Disabled,f,15850,Suburban,Married,61,28.0,14,0.0,2,corporate auto,Corporate L3,Offer4,Call Center,314.528138,two-door car,Medsize,A,2,low,high
8184,CV86445,arizona,8139.525579,no,Basic,high school or below,2011-01-12,Employed,m,86876,Rural,Married,68,9.0,3,0.0,2,personal auto,Personal L3,Offer4,Call Center,118.810361,four-door car,Medsize,A,1,high,high
8185,JG13893,nevada,7355.349908,no,Basic,bachelor,2011-01-19,Employed,m,51789,Suburban,Married,61,33.0,31,0.0,2,corporate auto,Corporate L2,Offer4,Call Center,435.835125,two-door car,Large,A,1,medium,high
8186,YC83239,washington,2864.093984,no,Extended,bachelor,2011-01-13,Unemployed,f,0,Suburban,Single,83,15.149070740488469,30,0.384256105867471,1,personal auto,Personal L2,Offer4,Web,825.29011,two-door car,Medsize,A,1,low,medium
8187,LV34368,california,4813.284447,no,Basic,bachelor,2011-02-27,Unemployed,m,0,Suburban,Single,69,30.0,44,0.0,3,special auto,Special L3,Offer1,Agent,472.611522,four-door car,Medsize,A,2,low,medium
8188,MU79385,arizona,10080.37031,no,Extended,college,2011-02-12,Employed,m,60944,Urban,Married,130,10.0,38,2.0,4,personal auto,Personal L3,Offer2,Web,623.505066,suv,Medsize,A,2,medium,high
8189,KY33386,washington,8007.399376,yes,Basic,high school or below,2011-01-02,Unemployed,f,0,Suburban,Divorced,112,12.0,93,0.0,3,personal auto,Personal L3,Offer1,Web,537.6,sports car,Medsize,A,1,low,high
8190,VY40793,oregon,4270.034394,yes,Extended,college,2011-01-19,Unemployed,m,0,Suburban,Married,122,15.149070740488469,2,0.384256105867471,1,personal auto,Personal L3,Offer2,Agent,725.870693,suv,Medsize,A,1,low,medium
8191,DP26592,oregon,2518.112127,no,Basic,high school or below,2011-01-08,Employed,m,86617,Urban,Single,63,9.0,10,0.0,1,personal auto,Personal L3,Offer3,Agent,188.325603,four-door car,Medsize,A,1,high,medium
8192,UO43395,oregon,3649.708655,no,Basic,master,2011-01-31,Unemployed,m,0,Suburban,Single,100,31.0,80,0.0,1,personal auto,Personal L3,Offer1,Agent,480.0,suv,Medsize,A,1,low,medium
8193,KP97208,oregon,5918.330563,no,Basic,college,2011-02-04,Employed,f,94846,Urban,Married,73,15.0,68,0.0,7,corporate auto,Corporate L2,Offer1,Agent,305.031114,two-door car,Medsize,A,2,high,high
8194,BS91742,washington,18370.57004,no,Extended,college,2011-01-23,Employed,m,49659,Suburban,Divorced,234,31.0,15,0.0,9,personal auto,Personal L3,Offer3,Web,1684.8,luxury car,Large,A,1,medium,high
8195,OF93412,nevada,15613.95173,no,Premium,bachelor,2011-01-19,Employed,f,27514,Suburban,Married,197,12.0,97,0.0,8,personal auto,Personal L3,Offer1,Call Center,1367.199081,suv,Medsize,A,1,low,high
8196,KT54608,arizona,2619.337376,yes,Basic,bachelor,2011-02-05,Employed,m,78618,Urban,Divorced,66,7.0,56,0.0,1,corporate auto,Corporate L3,Offer1,Agent,225.578841,two-door car,Medsize,A,2,high,medium
8197,NQ42020,oregon,7322.92885,no,Basic,high school or below,2011-02-07,Employed,m,80864,Urban,Married,182,5.0,30,0.0,1,personal auto,Personal L3,Offer3,Agent,618.210272,luxury suv,Medsize,A,2,high,high
8198,JS38272,arizona,4270.034394,yes,Extended,college,2011-01-19,Unemployed,m,0,Suburban,Married,122,27.0,2,0.0,1,personal auto,Personal L2,Offer2,Agent,725.870693,suv,Medsize,A,1,low,medium
8199,LD26428,oregon,4893.291507,no,Basic,bachelor,2011-02-14,Unemployed,m,0,Suburban,Single,73,11.0,56,0.0,5,corporate auto,Corporate L3,Offer2,Branch,680.047456,four-door car,Medsize,A,2,low,medium
8200,EG48956,washington,4031.104947,no,Basic,college,2011-02-07,Unemployed,m,0,Suburban,Married,63,35.0,59,3.0,3,personal auto,Personal L2,Offer2,Call Center,639.45899,two-door car,Large,A,2,low,medium
8201,PM61374,california,8087.219475,no,Premium,bachelor,2011-02-06,Unemployed,f,0,Suburban,Married,110,9.0,23,0.0,6,personal auto,Personal L1,Offer1,Web,550.825934,two-door car,Medsize,A,2,low,high
8202,YI73667,california,5340.810309,no,Basic,college,2011-01-17,Unemployed,f,0,Suburban,Married,72,1.0,73,0.0,6,personal auto,Personal L3,Offer2,Web,345.6,four-door car,Medsize,A,1,low,high
8203,QP65569,arizona,12157.32992,yes,Premium,high school or below,2011-02-27,Employed,m,57449,Suburban,Single,103,6.0,28,0.0,2,personal auto,Personal L3,Offer1,Agent,494.4,four-door car,Medsize,A,2,medium,high
8204,YQ44187,oregon,2545.220272,no,Basic,bachelor,2011-02-26,Employed,f,26746,Rural,Single,66,20.0,41,0.0,1,personal auto,Personal L2,Offer1,Agent,165.75305,two-door car,Medsize,A,2,low,medium
8205,NM77390,nevada,8197.712164,no,Basic,high school or below,2011-01-13,Employed,m,56788,Suburban,Single,108,22.0,34,5.0,7,special auto,Special L3,Offer1,Agent,579.710188,suv,Medsize,A,1,medium,high
8206,DI89983,california,5223.429265,no,Basic,bachelor,2011-02-04,Medical Leave,m,16513,Suburban,Divorced,71,23.0,37,0.0,6,personal auto,Personal L3,Offer3,Branch,340.8,four-door car,Medsize,A,2,low,high
8207,IS12075,california,5100.088201,no,Basic,high school or below,2011-01-26,Unemployed,f,0,Suburban,Single,71,9.0,2,1.0,7,corporate auto,Corporate L1,Offer3,Web,653.726919,four-door car,Small,A,1,low,high
8208,PP92749,california,3939.00637,yes,Extended,bachelor,2011-01-28,Employed,f,60021,Suburban,Married,99,12.0,28,0.0,1,special auto,Special L2,Offer2,Agent,882.871945,four-door car,Small,A,1,medium,medium
8209,VJ45879,california,4450.220503,no,Premium,bachelor,2011-01-28,Employed,m,26848,Rural,Married,114,10.0,50,0.0,1,personal auto,Personal L1,Offer4,Agent,100.557495,two-door car,Medsize,A,1,low,medium
8210,PU36617,arizona,6470.535463,no,Extended,college,2011-02-07,Employed,m,48638,Rural,Married,82,16.0,29,0.0,3,personal auto,Personal L1,Offer3,Call Center,183.104441,four-door car,Medsize,A,2,medium,high
8211,UU99893,arizona,7689.700105,no,Extended,master,2011-02-04,Employed,f,42677,Suburban,Divorced,96,5.0,20,0.0,3,personal auto,Personal L3,Offer1,Branch,1084.95655,four-door car,Small,A,2,medium,high
8212,OP68330,oregon,7247.495684,no,Extended,college,2011-02-26,Unemployed,f,0,Suburban,Married,96,31.0,64,1.0,3,personal auto,Personal L2,Offer1,Agent,460.8,four-door car,Large,A,2,low,high
8213,QF74806,california,6047.02516,yes,Extended,college,2011-02-19,Employed,m,20396,Suburban,Married,76,15.0,60,1.0,4,personal auto,Personal L3,Offer1,Branch,364.8,four-door car,Medsize,A,2,low,high
8214,NS19456,oregon,9378.634228,no,Basic,college,2011-01-07,Employed,f,36067,Suburban,Married,117,30.0,78,0.0,3,personal auto,Personal L3,Offer2,Branch,561.6,sports car,Large,A,1,medium,high
8215,OF24813,washington,32961.15225,no,Basic,high school or below,2011-02-19,Employed,f,66014,Urban,Married,102,34.0,11,0.0,2,personal auto,Personal L3,Offer2,Branch,459.966453,suv,Medsize,A,2,medium,high
8216,VZ81004,california,19259.84494,no,Premium,master,2011-01-26,Employed,f,35973,Suburban,Married,159,15.149070740488469,97,0.384256105867471,2,personal auto,Personal L2,Offer1,Call Center,763.2,sports car,Large,A,1,medium,high
8217,TG97744,oregon,3265.156348,yes,Extended,bachelor,2011-01-26,Employed,f,25820,Suburban,Divorced,82,10.0,69,0.0,1,corporate auto,Corporate L2,Offer1,Agent,393.6,four-door car,Medsize,A,1,low,medium
8218,KK26955,washington,2589.43003,no,Basic,high school or below,2011-01-23,Employed,f,49675,Suburban,Married,65,10.0,54,0.0,1,personal auto,Personal L2,Offer2,Agent,312.0,two-door car,Medsize,A,1,medium,medium
8219,JF90784,california,19323.23675,no,Extended,high school or below,2011-01-08,Unemployed,f,0,Suburban,Divorced,139,24.0,3,1.0,2,personal auto,Personal L2,Offer1,Branch,1389.140121,suv,Small,A,1,low,high
8220,IW77519,washington,2610.369217,no,Basic,bachelor,2011-01-18,Employed,f,54737,Suburban,Single,66,3.0,86,0.0,1,personal auto,Personal L3,Offer3,Web,391.970334,four-door car,Medsize,A,1,medium,medium
8221,GR37045,nevada,2991.696011,no,Extended,bachelor,2011-02-06,Unemployed,f,0,Suburban,Single,80,9.0,96,0.0,1,corporate auto,Corporate L2,Offer2,Web,576.0,four-door car,Small,A,2,low,medium
8222,YW26148,california,12992.27561,no,Basic,high school or below,2011-02-06,Unemployed,f,0,Suburban,Single,72,8.0,61,0.0,2,personal auto,Personal L3,Offer1,Agent,518.4,four-door car,Medsize,A,2,low,high
8223,YC11951,california,7519.133631,no,Extended,high school or below,2011-02-20,Employed,m,96306,Rural,Divorced,95,12.0,17,1.0,6,corporate auto,Corporate L2,Offer1,Agent,185.355353,four-door car,Medsize,A,2,high,high
8224,OP43389,california,8178.235107,no,Basic,college,2011-01-28,Employed,f,29057,Suburban,Married,102,22.0,24,0.0,3,corporate auto,Corporate L3,Offer2,Agent,489.6,suv,Medsize,A,1,low,high
8225,DG80424,washington,2691.568951,no,Basic,college,2011-01-24,Employed,f,77411,Urban,Married,67,30.0,63,0.0,1,personal auto,Personal L2,Offer2,Agent,257.900458,four-door car,Medsize,A,1,high,medium
8226,YS84064,arizona,15481.25277,no,Premium,bachelor,2011-01-05,Unemployed,m,0,Suburban,Single,180,29.0,19,3.0,2,corporate auto,Corporate L3,Offer2,Agent,1296.0,suv,Medsize,A,1,low,high
8227,YZ77792,washington,4630.363287,no,Basic,high school or below,2011-01-13,Unemployed,f,0,Suburban,Single,64,3.0,59,0.0,4,personal auto,Personal L3,Offer1,Agent,460.8,four-door car,Small,A,1,low,medium
8228,CA86085,washington,5608.316348,no,Basic,high school or below,2011-02-22,Employed,m,67176,Suburban,Single,72,20.0,90,0.0,9,personal auto,Personal L3,Offer2,Branch,345.6,four-door car,Large,A,2,medium,high
8229,UP90711,oregon,2836.677371,no,Basic,bachelor,2011-01-31,Employed,f,61029,Rural,Single,72,26.0,98,0.0,1,personal auto,Personal L2,Offer2,Call Center,114.429816,two-door car,Medsize,A,1,medium,medium
8230,TN54884,california,14932.09982,no,Basic,college,2011-01-08,Employed,f,39049,Urban,Married,63,30.0,34,0.0,2,personal auto,Personal L2,Offer2,Agent,294.75626,two-door car,Medsize,A,1,medium,high
8231,OI39301,california,8906.50609,no,Basic,high school or below,2011-02-02,Unemployed,f,0,Suburban,Single,118,28.0,33,0.0,3,personal auto,Personal L2,Offer2,Agent,566.4,suv,Medsize,A,2,low,high
8232,EW73206,california,8044.511759,no,Basic,bachelor,2011-01-12,Employed,f,68849,Urban,Married,67,9.0,67,0.0,2,corporate auto,Corporate L1,Offer2,Call Center,252.699037,two-door car,Medsize,A,1,medium,high
8233,VE89726,california,8024.89992,no,Basic,high school or below,2011-01-15,Unemployed,f,0,Suburban,Single,119,6.0,48,1.0,8,personal auto,Personal L1,Offer3,Branch,856.8,suv,Medsize,A,1,low,high
8234,WH24638,california,7079.170237,no,Extended,college,2011-02-28,Employed,f,24450,Urban,Married,90,4.0,65,0.0,4,personal auto,Personal L2,Offer3,Agent,250.959093,four-door car,Medsize,A,2,low,high
8235,YA70612,oregon,8962.795984,no,Basic,bachelor,2011-02-14,Employed,m,97924,Suburban,Married,74,4.0,26,0.0,2,personal auto,Personal L2,Offer1,Branch,355.2,two-door car,Medsize,A,2,high,high
8236,TS53731,california,8660.838974,no,Basic,college,2011-02-20,Employed,f,79674,Rural,Married,107,29.0,50,0.0,3,personal auto,Personal L2,Offer3,Call Center,9.275859,suv,Medsize,A,2,high,high
8237,CZ84042,california,2660.931663,no,Basic,high school or below,2011-01-25,Employed,f,53333,Rural,Married,66,4.0,34,0.0,1,personal auto,Personal L1,Offer2,Branch,22.945038,two-door car,Medsize,A,1,medium,medium
8238,PA80607,oregon,8096.312478,no,Basic,high school or below,2011-02-25,Employed,m,85483,Urban,Married,67,8.0,15,0.0,2,personal auto,Personal L3,Offer2,Agent,314.143133,two-door car,Medsize,A,2,high,high
8239,DY92795,oregon,3226.850118,no,Extended,bachelor,2011-01-01,Employed,f,83252,Suburban,Married,80,4.0,98,0.0,1,personal auto,Personal L1,Offer2,Call Center,384.0,four-door car,Medsize,A,1,high,medium
8240,NI99807,oregon,13869.92705,yes,Basic,college,2011-01-21,Employed,m,28432,Suburban,Married,118,1.0,59,0.0,2,personal auto,Personal L2,Offer2,Branch,612.300581,suv,Small,A,1,low,high
8241,EZ77297,california,3267.709691,no,Extended,master,2011-01-27,Employed,m,28729,Urban,Single,90,26.0,19,3.0,1,personal auto,Personal L3,Offer3,Agent,338.744392,four-door car,Medsize,A,1,low,medium
8242,GU91528,oregon,4254.620669,yes,Basic,high school or below,2011-02-03,Disabled,f,11904,Suburban,Single,61,34.0,11,2.0,3,personal auto,Personal L1,Offer1,Web,292.8,four-door car,Medsize,A,2,low,medium
8243,HB12866,california,7449.855125,no,Extended,high school or below,2011-02-26,Unemployed,f,0,Suburban,Single,206,7.0,82,0.0,1,personal auto,Personal L2,Offer2,Agent,1483.2,luxury suv,Large,A,2,low,high
8244,RV52244,arizona,2498.35063,no,Basic,bachelor,2011-02-20,Employed,f,31357,Rural,Married,63,2.0,88,0.0,1,personal auto,Personal L3,Offer2,Branch,2.016239,four-door car,Medsize,A,2,medium,medium
8245,OV87950,california,2837.163399,no,Basic,college,2011-02-14,Employed,m,29242,Suburban,Married,73,26.0,23,0.0,1,personal auto,Personal L1,Offer3,Branch,350.4,two-door car,Large,A,2,low,medium
8246,UK86050,california,7887.964945,no,Basic,high school or below,2011-02-24,Employed,f,76590,Urban,Divorced,65,0.0,91,0.0,2,personal auto,Personal L3,Offer1,Agent,183.293091,four-door car,Large,A,2,high,high
8247,CM38959,california,8033.910862,no,Basic,college,2011-01-30,Employed,f,70311,Suburban,Married,66,18.0,15,0.0,2,personal auto,Personal L3,Offer1,Branch,341.395103,two-door car,Medsize,A,1,high,high
8248,DH41343,washington,2443.665166,no,Basic,college,2011-02-23,Employed,m,92834,Suburban,Married,61,15.0,56,0.0,1,special auto,Special L2,Offer2,Call Center,292.8,four-door car,Large,A,2,high,medium
8249,QI64880,california,7007.274228,no,Basic,bachelor,2011-02-07,Unemployed,m,0,Suburban,Single,101,12.0,12,0.0,6,corporate auto,Corporate L3,Offer2,Branch,973.787176,suv,Medsize,A,2,low,high
8250,RV95842,california,8065.234637,no,Extended,college,2011-02-07,Retired,m,29692,Suburban,Divorced,77,3.0,53,0.0,2,personal auto,Personal L2,Offer2,Branch,449.352139,four-door car,Medsize,A,2,low,high
8251,TJ58873,oregon,2748.800067,no,Basic,high school or below,2011-01-14,Employed,m,56900,Urban,Married,68,11.0,34,0.0,1,personal auto,Personal L3,Offer3,Agent,304.115627,four-door car,Medsize,A,1,medium,medium
8252,TW16499,california,3633.05403,no,Extended,bachelor,2011-02-28,Employed,m,43334,Suburban,Married,95,3.0,72,2.0,1,corporate auto,Corporate L2,Offer4,Call Center,614.367195,two-door car,Small,A,2,medium,medium
8253,XX34879,oregon,14718.11779,no,Extended,college,2011-02-26,Employed,m,56263,Suburban,Married,93,27.0,31,0.0,2,corporate auto,Corporate L3,Offer2,Agent,446.4,four-door car,Medsize,A,2,medium,high
8254,DC70690,arizona,5598.00838,no,Basic,college,2011-01-13,Employed,f,51737,Suburban,Single,71,13.0,55,0.0,6,personal auto,Personal L1,Offer1,Web,430.163277,four-door car,Medsize,A,1,medium,high
8255,SK98708,oregon,4069.776372,no,Premium,college,2011-01-13,Unemployed,f,0,Suburban,Single,117,0.0,42,0.0,1,corporate auto,Corporate L3,Offer2,Branch,609.801279,four-door car,Medsize,A,1,low,medium
8256,IQ30108,oregon,3087.432549,no,Extended,high school or below,2011-01-28,Employed,m,67591,Urban,Married,77,2.0,78,0.0,1,special auto,Special L2,Offer3,Agent,198.080417,four-door car,Medsize,A,1,medium,medium
8257,SF32458,california,4991.47197,no,Basic,doctor,2011-01-30,Medical Leave,m,12608,Urban,Married,66,23.0,72,1.0,3,personal auto,Personal L1,Offer1,Agent,214.866605,four-door car,Medsize,A,1,low,medium
8258,MU59158,arizona,4090.750678,no,Premium,master,2011-01-30,Employed,f,38884,Urban,Married,102,4.0,87,0.0,1,personal auto,Personal L3,Offer4,Branch,423.819864,two-door car,Medsize,A,1,medium,medium
